"","x"
"1",-0.794646978659931
"2",0.55097317409931
"3",0.0859358708994485
"4",1.83290563520562
"5",-1.46783413970029
"6",0.426005586790765
"7",1.14844833956025
"8",2.52122451660188
"9",-0.860001604065
"10",-0.325408474757653
"11",-0.377047820128845
"12",-0.591434320866827
"13",-1.0841757537468
"14",1.06626976549661
"15",-0.229852932194153
"16",-1.59100221578052
"17",0.146383817618791
"18",-0.281683610753012
"19",1.76983575260357
"20",-1.79768532733611
"21",-0.197878243958884
"22",0.798327001599503
"23",0.218971076175875
"24",0.351030269816862
"25",-0.554892839617655
"26",-0.519490642126017
"27",0.789155286781389
"28",-0.411342139588432
"29",0.566133731561405
"30",1.147075347329
"31",1.32420943953326
"32",-0.469304177613635
"33",0.465603170113774
"34",0.336833069076655
"35",0.175601129396855
"36",0.792950759246918
"37",1.33532834668005
"38",0.271130113752262
"39",-2.18148552127424
"40",-1.48551860252758
"41",1.12434498969334
"42",-0.405639679333984
"43",0.430423504083962
"44",0.553326881927332
"45",-0.239498321348255
"46",0.386726883272909
"47",1.32609104133118
"48",0.0812051381909687
"49",-1.58475159562271
"50",-1.94729784974677
"51",-0.08891111927446
"52",-0.0323936207271538
"53",-0.727941719924844
"54",1.6486010306272
"55",-0.632919453115087
"56",-1.70108132823129
"57",0.660563824871274
"58",0.129760706929856
"59",1.40131187147045
"60",0.403969220603183
"61",-0.370800603500186
"62",-0.277771172737307
"63",-1.37479158976961
"64",-0.754972636607176
"65",1.13265155373288
"66",0.550170942921654
"67",-0.771864199663364
"68",0.871462254658242
"69",0.130498375523216
"70",-2.41431643588352
"71",0.0200632048762087
"72",-1.56062187715337
"73",-1.27856908130358
"74",1.05222113783421
"75",0.95099649421083
"76",0.19199332137606
"77",0.438450910941501
"78",-1.36248616935264
"79",1.02568947414379
"80",0.520992944479484
"81",-0.336310199067208
"82",-0.309544367190861
"83",0.181756994890807
"84",-1.13509773648802
"85",0.758275069293033
"86",2.47873717698815
"87",-0.621254264703602
"88",1.05471863661151
"89",-0.333412701600072
"90",-1.3805966558296
"91",-0.204880968611985
"92",-1.62846060534252
"93",-1.00156103174401
"94",-0.114688487543911
"95",0.644724788738399
"96",-0.774735173381329
"97",-0.436907213003524
"98",-0.849504719352221
"99",0.661967677406668
"100",-1.44123360849122
"101",-1.32080809239373
"102",-0.151254591277346
"103",1.07830971238523
"104",-1.05437560044518
"105",-0.0348885664630514
"106",-1.14740323712834
"107",1.85977867388542
"108",-0.0372649446309261
"109",-0.926844434719751
"110",0.0773491436525984
"111",0.00527075743947723
"112",-1.84892123891421
"113",0.169317497613385
"114",1.41028869990751
"115",3.77007156999512
"116",-0.594042288881736
"117",1.1286233496106
"118",0.864893024307819
"119",-0.606804323362415
"120",0.867291685668582
"121",0.399987262592352
"122",-0.0987197720530956
"123",1.13186555905037
"124",-0.153986522249078
"125",0.0231541514631088
"126",-1.50088675803443
"127",-0.382025351733958
"128",-0.269474023410759
"129",1.57893207931943
"130",-0.363774128423388
"131",-1.40116651134725
"132",-0.653333032529396
"133",-0.214056024616674
"134",0.0168639148248527
"135",0.762359511684298
"136",-0.462550892608306
"137",0.177996979384428
"138",1.26049478770943
"139",1.02223584726273
"140",-2.20187946858219
"141",-1.08185563994451
"142",0.901225805116515
"143",-0.273641792820019
"144",0.95329593376268
"145",-1.30414467934424
"146",0.716141944957926
"147",-0.606806224760014
"148",-0.617740073199726
"149",0.934700047881939
"150",0.762670630943126
"151",-0.799965037102088
"152",0.383924864020204
"153",-1.11714176516324
"154",-0.976908049791332
"155",0.340949228241111
"156",-0.590190298257358
"157",0.300814560675905
"158",-1.22744166400402
"159",-0.413579960087008
"160",0.76682090943965
"161",-0.771059486629066
"162",-0.135202613370735
"163",0.323939845546839
"164",-0.527707590286728
"165",1.72814671521697
"166",-0.0813065649040732
"167",-1.28083147895172
"168",0.338765261786474
"169",0.639280962177891
"170",-0.553899509543833
"171",-0.616653173833945
"172",1.56469423382767
"173",-1.43123227313131
"174",-1.01459316191506
"175",-0.392467945726652
"176",-1.87767583840807
"177",-0.913743714058853
"178",0.784136027305765
"179",0.0917429329081902
"180",-0.106173399829961
"181",2.87541199571535
"182",0.472913354883235
"183",1.41091719692075
"184",0.451909632967772
"185",-0.759609808162423
"186",-0.861358206434254
"187",1.15883012584686
"188",0.150591155872678
"189",-0.327586031645902
"190",1.75820556466543
"191",-0.148126093788668
"192",0.259942432422187
"193",-0.331186764368287
"194",0.240189374057746
"195",-1.104051060287
"196",0.971290497816539
"197",1.17154786310866
"198",-0.342038376732823
"199",0.69161059542271
"200",-0.112606477819821
"201",0.377967148960991
"202",0.783944069945439
"203",0.650252817446197
"204",-0.0512344439800139
"205",1.07903098433874
"206",-0.883914407215756
"207",-0.720947707286005
"208",0.78192456311948
"209",0.41155969807598
"210",-0.2332607189418
"211",0.864491343693568
"212",-0.183623450492799
"213",0.0734468159937142
"214",-0.104524680357434
"215",1.38457480362408
"216",-0.0413024850669247
"217",0.165444947377909
"218",0.0768186453236018
"219",-0.379470842638085
"220",0.456004352037262
"221",1.43962392536586
"222",0.0393900366951377
"223",-0.351742721108265
"224",-0.246510937226572
"225",0.260030896428382
"226",0.0520331240949414
"227",-0.243427555752163
"228",0.335788981149322
"229",-0.639414529454271
"230",-0.508148627532608
"231",0.321411975182345
"232",0.732539124776085
"233",0.702620564881993
"234",-0.692165058739877
"235",1.83125987799711
"236",-1.70334066929842
"237",-0.800630940835246
"238",-1.07069919345521
"239",-0.0861615742923747
"240",-0.872530586912304
"241",0.142459049110876
"242",0.303274977719981
"243",1.09709566579723
"244",-0.910087202478533
"245",-0.473850762325308
"246",-0.518351438318435
"247",-0.751333180866004
"248",0.131428379560565
"249",0.634177473502833
"250",0.397229607396723
"251",0.437030177275065
"252",-0.202486250137983
"253",-0.609512885221671
"254",-0.463379520796033
"255",-1.01432453050085
"256",-0.568481878762404
"257",-1.55638869972687
"258",-0.344836109185116
"259",-1.38180415132829
"260",0.393186909889646
"261",-0.716598583532637
"262",0.266297487560338
"263",-0.209227879614549
"264",-0.129100127144664
"265",1.12232154462803
"266",0.527047921475998
"267",0.0982512671820753
"268",0.125017009762014
"269",0.591369725029436
"270",0.455116828279387
"271",0.150245677552115
"272",1.63124146469968
"273",-0.128146658992084
"274",-0.67175490444924
"275",-1.49789718381574
"276",0.75457345720981
"277",-0.453344232012305
"278",0.0532920364585802
"279",0.115346699099437
"280",-0.35580007552723
"281",-1.33477282351127
"282",-0.693358175711563
"283",-0.739034439424566
"284",-2.51282659685226
"285",-0.34492693516591
"286",-1.44921818339792
"287",0.441791281304121
"288",0.95378475508372
"289",-0.732142189711792
"290",-1.42513531445009
"291",-0.242948532013382
"292",0.76079370885311
"293",0.127218336333661
"294",0.87121905302853
"295",-0.667162768375957
"296",0.496645624120297
"297",-0.290674329389938
"298",-0.987660962106892
"299",-0.833403774933306
"300",-0.691257704166539
"301",-0.123538094846248
"302",-1.12534334321297
"303",1.13186747790761
"304",-0.727482559112159
"305",-1.14061649276796
"306",0.204126425190631
"307",0.953168252921759
"308",-2.4290581234596
"309",-0.539479427874077
"310",0.697910364253366
"311",0.0381650012032708
"312",1.15832649087993
"313",0.401500963693452
"314",-1.11503796876036
"315",-0.743619751155634
"316",-0.366994295606846
"317",-0.79666133106883
"318",0.171494716409274
"319",-0.0848816910703238
"320",-0.478759427454155
"321",-1.13411218027426
"322",-0.428016547203366
"323",1.4020572826641
"324",0.49954192961956
"325",0.929169527095447
"326",-2.23778201246662
"327",-0.632905281286875
"328",-0.838435877588302
"329",-0.245392904241998
"330",0.0390156191716514
"331",0.168130393553133
"332",-1.25482474519613
"333",0.416520576133287
"334",0.330175779880883
"335",1.4137677507796
"336",0.212869898416773
"337",1.66824203281028
"338",0.179152167091683
"339",-0.662541219347791
"340",0.652343510448399
"341",0.234322379885503
"342",0.993148294304696
"343",0.0346943457250919
"344",-0.205179959727914
"345",-0.499878722342972
"346",-1.53809157984291
"347",-0.0365698716698893
"348",-0.0116103389725282
"349",1.09949788338667
"350",-1.93318322426933
"351",-0.473941086771621
"352",1.53140502745636
"353",-0.64609516880643
"354",1.02885706477708
"355",0.12577438218623
"356",-1.70667481464637
"357",1.28433567837189
"358",-0.943454385985403
"359",-0.644531517371057
"360",-0.857231009618675
"361",-0.492018915079189
"362",-2.29638094150384
"363",-0.401677497378354
"364",0.331494792825963
"365",-0.00871222680874396
"366",-1.17652353795078
"367",-1.55915827367563
"368",0.52506004136491
"369",-0.213386428515709
"370",0.424785596021294
"371",0.0487878466730081
"372",0.607724710544423
"373",1.30263880586775
"374",1.27183565713358
"375",-1.56559578894661
"376",-0.134272656274358
"377",1.65592174583809
"378",0.0764620314081996
"379",-0.184685634759381
"380",-1.74301714116847
"381",-0.517144587757693
"382",0.592340156704499
"383",-0.608615382147483
"384",-0.155068350280469
"385",-0.994368138561036
"386",-0.5715089644624
"387",-0.236532651618831
"388",-0.800418108462743
"389",1.41249030289623
"390",-2.23430022551884
"391",-0.121194963211676
"392",0.105637032706975
"393",1.12356669556821
"394",1.57058072393689
"395",0.682950612392283
"396",0.160481822353908
"397",-0.914257156400551
"398",-1.41853316971124
"399",0.401538405116369
"400",0.155342272778516
"401",-1.56901225661149
"402",-0.295596504183017
"403",0.0590726725690013
"404",-1.94550328083765
"405",0.356492437093856
"406",0.931460338640992
"407",-2.08084597368463
"408",1.41543985562088
"409",0.0380364580267326
"410",-0.575374717337753
"411",-0.208528781936566
"412",-1.38863863710419
"413",-0.328097758666014
"414",-0.0324243388534077
"415",-0.450120844678567
"416",0.67400827140867
"417",0.447702552999546
"418",0.905660649494707
"419",-1.457379168721
"420",0.443274094382546
"421",1.0432111781357
"422",-0.233487227081984
"423",1.20215082904516
"424",1.07249922811762
"425",0.542316754780034
"426",-1.93257264742676
"427",0.328396533148877
"428",-0.451070994132673
"429",-1.13841614004413
"430",-0.892116731240261
"431",0.32998630955649
"432",-0.463342151165626
"433",-0.209967866207315
"434",-0.522992459465998
"435",0.395970575358035
"436",2.241218979504
"437",-0.0411364470594321
"438",-0.962683136650248
"439",-1.59786039552437
"440",-0.750050069052701
"441",1.38190562017473
"442",-0.528237806182191
"443",-0.531042870043342
"444",1.46871387065353
